type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration,target
month-to-month,no,mailed check,19.4,93.4,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,110.51863633353824,0
month-to-month,yes,electronic check,94.6,94.6,female,0,no,no,both,fiber optic,no,no,no,no,yes,yes,yes,17.15589496105774,1
one year,no,credit card (automatic),81.7,2548.65,male,0,no,no,both,fiber optic,no,no,no,yes,no,no,yes,930.1778281485261,0
month-to-month,yes,bank transfer (automatic),49.55,1210.4,male,0,no,no,both,dsl,yes,no,no,no,no,no,no,715.8896046595642,1
month-to-month,no,bank transfer (automatic),79.3,2015.8,female,0,yes,no,both,fiber optic,no,yes,no,no,no,no,yes,779.940281289983,0
two year,yes,bank transfer (automatic),25.6,1790.35,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,2026.963519273296,0
month-to-month,yes,electronic check,39.9,2020.9,male,0,yes,no,internet,dsl,yes,no,no,no,no,yes,nan,1569.7073077263994,0
one year,no,mailed check,19.8,607.7,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,960.0709688922791,0
month-to-month,yes,electronic check,99.0,6017.9,male,1,yes,no,both,fiber optic,no,no,no,yes,yes,yes,yes,1812.1601185736147,0
month-to-month,yes,electronic check,45.7,45.7,female,0,yes,yes,both,dsl,no,no,no,no,no,no,no,17.587195560587425,1
two year,no,credit card (automatic),25.7,826.1,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,993.0874902231261,0
two year,no,credit card (automatic),20.0,1374.2,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1995.6901553778048,0
month-to-month,no,electronic check,85.45,2289.9,male,0,yes,yes,both,fiber optic,no,no,yes,no,yes,no,no,838.1998767387786,0
month-to-month,no,bank transfer (automatic),65.75,1111.2,male,0,no,no,both,dsl,yes,no,no,no,no,yes,yes,505.05803333974904,0
month-to-month,yes,credit card (automatic),67.45,3252.0,female,1,yes,no,both,dsl,yes,yes,yes,no,no,no,yes,1418.7040097506306,0
month-to-month,yes,electronic check,54.8,731.3,female,1,no,no,both,dsl,no,yes,yes,no,no,no,no,381.0117214710374,0
two year,yes,bank transfer (automatic),19.6,1134.25,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1722.346870830554,0
one year,yes,credit card (automatic),100.05,6254.2,female,0,no,no,both,fiber optic,no,no,yes,no,yes,yes,yes,1934.3245117271301,1
two year,no,bank transfer (automatic),93.4,5822.3,male,0,yes,yes,both,fiber optic,yes,no,yes,no,no,yes,yes,1936.0988645197542,0
month-to-month,yes,electronic check,94.25,6081.4,male,1,yes,no,both,fiber optic,no,yes,yes,no,no,yes,yes,1936.516101134279,0
one year,no,mailed check,23.75,424.5,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,534.8690125899618,0
month-to-month,yes,electronic check,51.1,711.15,female,0,yes,no,both,dsl,no,no,no,no,no,no,yes,443.28221658784327,0
month-to-month,yes,bank transfer (automatic),67.45,4508.65,female,0,yes,yes,both,dsl,yes,yes,yes,no,no,no,yes,1995.5533926363225,0
month-to-month,no,electronic check,100.85,3527.3,male,0,yes,no,both,fiber optic,no,no,yes,no,yes,yes,yes,1023.6512298564643,0
two year,yes,mailed check,76.45,4519.5,female,0,yes,yes,both,dsl,yes,no,yes,yes,yes,no,yes,1784.6491852335544,0
one year,no,mailed check,50.8,463.6,male,0,no,no,internet,dsl,yes,no,yes,yes,no,yes,nan,263.6130929595609,0
two year,yes,mailed check,56.4,3948.45,male,0,yes,yes,internet,dsl,yes,yes,yes,yes,no,yes,nan,2056.3538483416596,0
month-to-month,yes,electronic check,106.15,3152.5,female,1,no,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,839.4896900216991,1
month-to-month,yes,electronic check,104.45,2184.85,male,1,yes,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,688.3450149476744,0
two year,yes,bank transfer (automatic),116.05,8297.5,male,0,yes,yes,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,2149.994235099884,0
one year,no,electronic check,70.4,2044.75,male,0,no,no,both,dsl,yes,yes,no,yes,yes,no,no,900.8023949238919,0
month-to-month,yes,credit card (automatic),75.1,270.7,female,0,no,no,both,fiber optic,no,no,no,no,no,no,yes,79.485015781976,1
month-to-month,no,bank transfer (automatic),66.05,574.5,female,0,no,no,both,dsl,yes,no,no,yes,no,yes,no,232.07713204020828,0
month-to-month,yes,bank transfer (automatic),74.6,3720.35,male,0,no,no,both,fiber optic,no,no,no,no,no,no,yes,1478.623114937108,0
month-to-month,yes,electronic check,92.55,1614.7,female,1,yes,no,both,fiber optic,no,no,no,no,yes,yes,yes,505.12462829608546,0
two year,no,mailed check,20.1,100.35,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,171.13361041831251,0
one year,yes,electronic check,96.1,4391.45,male,0,yes,yes,both,fiber optic,yes,yes,yes,no,no,yes,no,1419.053934997648,0
one year,no,credit card (automatic),51.45,727.85,female,0,no,no,both,dsl,no,yes,no,no,no,no,no,414.3035665923426,0
month-to-month,no,electronic check,69.05,651.5,female,0,no,no,both,fiber optic,no,no,no,no,no,no,no,263.8960674435402,0
month-to-month,no,mailed check,20.75,452.2,female,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,626.8504502058037,0
one year,no,mailed check,20.65,134.05,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,202.3031327484733,0
month-to-month,no,mailed check,20.0,38.0,male,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,49.62203147618045,0
month-to-month,no,bank transfer (automatic),62.05,118.3,male,0,no,no,both,dsl,no,no,no,no,no,yes,yes,48.92695835033664,1
month-to-month,no,credit card (automatic),74.8,2971.7,female,0,no,no,both,fiber optic,no,yes,no,no,no,no,no,1203.0294865949334,0
one year,no,credit card (automatic),44.45,792.15,male,0,yes,yes,internet,dsl,yes,no,yes,no,yes,no,nan,503.9612508522683,0
one year,yes,mailed check,81.15,2545.75,female,0,yes,yes,both,dsl,yes,no,yes,yes,yes,yes,no,931.1114246276265,0
month-to-month,yes,mailed check,69.05,1793.25,male,0,no,no,both,fiber optic,no,no,no,no,no,no,no,808.6204027095671,0
month-to-month,yes,electronic check,96.0,174.8,female,0,no,no,both,fiber optic,no,no,no,no,yes,yes,yes,48.28201790368,1
month-to-month,yes,mailed check,62.15,113.1,female,0,yes,no,both,dsl,yes,no,no,no,no,yes,no,47.16827945699245,0
month-to-month,no,electronic check,78.65,78.65,female,0,no,yes,both,fiber optic,no,no,no,no,no,yes,no,15.742509567863117,1
month-to-month,no,electronic check,20.45,775.6,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1233.5815421026555,0
two year,no,bank transfer (automatic),113.8,7845.8,male,1,no,no,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,2177.154988042128,0
month-to-month,yes,bank transfer (automatic),74.8,321.9,male,0,no,no,both,fiber optic,no,no,yes,no,no,no,no,109.62161759390432,1
month-to-month,no,mailed check,20.05,42.7,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,49.79837773474746,0
two year,no,bank transfer (automatic),99.3,2513.5,male,0,no,no,both,fiber optic,no,no,yes,yes,yes,yes,no,746.0310534079731,0
month-to-month,yes,electronic check,94.55,1899.65,male,1,yes,no,both,fiber optic,no,no,no,no,yes,yes,yes,594.0789625378034,1
month-to-month,no,mailed check,64.1,504.05,female,0,no,no,both,dsl,no,no,yes,yes,no,yes,no,232.26315681504613,0
two year,no,bank transfer (automatic),54.65,2553.7,male,0,yes,yes,both,dsl,yes,no,no,yes,no,no,no,1358.8316738745916,0
two year,no,bank transfer (automatic),19.8,1397.65,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,2117.6583099390086,0
two year,yes,credit card (automatic),106.1,7548.6,male,0,yes,yes,both,fiber optic,yes,yes,yes,yes,yes,no,yes,2177.3304796908637,0
month-to-month,yes,electronic check,101.75,4273.45,male,0,no,no,both,fiber optic,no,yes,no,no,yes,yes,yes,1265.945531472808,1
month-to-month,no,mailed check,20.35,673.2,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1021.9964057425038,0
two year,no,mailed check,84.7,5991.05,female,0,no,no,both,dsl,yes,yes,yes,no,yes,yes,yes,2118.225338713696,0
two year,yes,bank transfer (automatic),99.0,6375.8,female,0,yes,no,both,fiber optic,yes,no,yes,no,yes,yes,no,1936.876228347589,0
month-to-month,no,mailed check,44.75,44.75,female,0,no,no,both,dsl,no,no,no,no,no,no,no,16.80246707442141,0
month-to-month,yes,electronic check,70.3,70.3,male,1,yes,no,both,fiber optic,no,no,no,no,no,no,no,17.04307517690555,1
month-to-month,yes,electronic check,104.85,1531.4,female,1,no,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,413.4348205708082,1
one year,yes,credit card (automatic),56.4,2928.5,female,0,no,no,internet,dsl,no,yes,yes,no,yes,yes,nan,1540.903324075226,0
one year,yes,electronic check,98.25,4858.7,male,0,yes,no,both,fiber optic,no,yes,no,no,yes,yes,yes,1510.4600613138673,0
month-to-month,yes,electronic check,50.15,762.25,female,0,no,no,both,dsl,yes,no,no,no,no,no,no,473.08021094837,1
month-to-month,yes,credit card (automatic),69.5,1752.65,female,1,yes,no,both,dsl,yes,no,no,yes,yes,no,yes,748.4786628352265,0
two year,no,mailed check,19.7,1275.85,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1904.4931000186907,0
month-to-month,yes,electronic check,35.15,99.75,male,0,yes,no,internet,dsl,no,no,no,no,no,yes,nan,77.2569678171242,1
one year,no,bank transfer (automatic),85.85,3003.55,female,0,no,no,both,dsl,yes,yes,yes,yes,yes,yes,no,1082.0285265786472,0
month-to-month,yes,electronic check,83.45,3147.15,female,1,yes,no,both,fiber optic,yes,no,no,no,no,yes,no,1142.3140336470503,0
month-to-month,no,electronic check,29.15,357.15,female,0,no,no,internet,dsl,no,yes,no,no,no,no,nan,383.23993233599674,0
two year,yes,bank transfer (automatic),110.0,7611.85,male,0,yes,no,both,fiber optic,no,yes,yes,yes,yes,yes,yes,2056.9965111828433,1
one year,no,credit card (automatic),19.0,918.7,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1479.2641303683188,0
month-to-month,no,electronic check,86.8,1975.85,male,1,yes,no,both,fiber optic,no,no,no,no,no,yes,yes,689.1899962373218,0
month-to-month,no,electronic check,90.8,1951.0,female,1,yes,no,both,fiber optic,no,no,yes,no,yes,no,yes,594.5034116853476,1
two year,yes,mailed check,24.05,1559.15,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,1935.3133241670257,0
month-to-month,yes,mailed check,61.9,2924.05,male,0,yes,yes,both,dsl,no,yes,yes,yes,no,no,no,1326.5426434879746,0
two year,yes,mailed check,20.4,261.3,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,383.40604265959956,0
month-to-month,no,mailed check,19.7,220.35,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,351.929199534379,0
month-to-month,yes,electronic check,105.3,7299.65,male,1,yes,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,2055.8293966768015,1
two year,yes,credit card (automatic),25.65,1388.0,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,1661.6069261778339,0
two year,yes,electronic check,92.4,6786.1,female,0,yes,no,both,dsl,yes,yes,yes,yes,yes,yes,yes,2178.6629165631343,0
two year,no,mailed check,19.95,1258.15,male,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1813.931965784976,0
month-to-month,no,mailed check,20.8,20.8,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,16.619510078838474,0
month-to-month,no,credit card (automatic),70.55,1493.55,male,0,no,no,both,fiber optic,no,no,no,no,no,no,no,597.3151606861394,0
two year,no,credit card (automatic),110.25,7279.35,female,0,no,no,both,fiber optic,yes,yes,no,yes,yes,yes,yes,2056.420594781071,0
one year,yes,bank transfer (automatic),19.85,717.5,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1113.7262135268265,0
one year,yes,electronic check,100.95,1875.55,male,0,yes,yes,both,fiber optic,no,no,no,yes,yes,yes,yes,566.8465306187691,1
two year,no,bank transfer (automatic),59.7,4122.65,female,0,yes,yes,internet,dsl,yes,yes,no,yes,yes,yes,nan,2149.3339276618285,0
two year,no,bank transfer (automatic),20.2,1027.25,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1447.1888367201948,0
month-to-month,no,bank transfer (automatic),74.0,3919.15,male,1,yes,no,both,fiber optic,no,no,no,no,no,no,yes,1632.701913722193,0
one year,yes,bank transfer (automatic),24.45,993.15,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,1295.022220373238,0
month-to-month,yes,electronic check,107.5,7713.55,male,1,yes,no,both,fiber optic,yes,yes,yes,no,yes,yes,yes,2150.6565484932553,0
month-to-month,yes,mailed check,100.85,399.25,female,0,no,no,both,fiber optic,no,no,no,yes,yes,yes,yes,108.32605614612051,0
month-to-month,no,electronic check,45.1,45.1,male,1,no,no,both,dsl,no,no,no,no,no,no,no,17.29299287265428,1
month-to-month,yes,electronic check,99.75,4036.0,female,1,no,no,both,fiber optic,no,no,yes,no,yes,yes,yes,1174.4661711691951,0
month-to-month,yes,bank transfer (automatic),88.5,3645.05,female,0,no,yes,both,fiber optic,no,yes,no,no,yes,no,yes,1233.158071819692,0
one year,yes,bank transfer (automatic),58.95,2789.7,female,1,yes,no,both,dsl,no,yes,no,no,no,yes,no,1446.0664765084862,0
one year,yes,electronic check,118.6,7365.7,female,0,no,no,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,1842.5699193175856,0
one year,yes,mailed check,70.15,4480.7,male,0,yes,no,both,dsl,no,yes,no,yes,no,yes,yes,1936.5966809578965,0
two year,yes,electronic check,109.65,7880.25,male,0,yes,no,both,fiber optic,yes,yes,yes,no,yes,yes,yes,2178.813875530793,0
one year,yes,credit card (automatic),97.25,7133.1,male,1,yes,no,both,fiber optic,no,yes,no,no,yes,yes,yes,2178.361013472771,0
two year,yes,electronic check,108.2,7840.6,male,0,yes,no,both,fiber optic,no,yes,yes,yes,yes,yes,yes,2178.22275787742,0
month-to-month,yes,electronic check,59.0,114.15,female,0,no,no,both,dsl,no,yes,no,no,yes,no,no,47.55124694086436,0
month-to-month,no,electronic check,25.25,25.25,female,0,no,no,internet,dsl,no,no,no,no,no,no,nan,17.338401071898133,0
one year,no,bank transfer (automatic),68.7,4070.95,female,0,no,no,both,dsl,yes,no,no,yes,no,yes,yes,1784.6612735484264,0
one year,yes,credit card (automatic),71.0,2080.1,female,0,no,no,both,dsl,no,no,no,no,yes,yes,yes,870.1341075459526,0
month-to-month,no,mailed check,55.15,159.15,male,0,no,no,both,dsl,no,no,no,no,yes,no,no,78.33366020228758,1
month-to-month,no,electronic check,45.75,45.75,male,0,no,no,both,dsl,no,no,no,no,no,no,no,16.834872425168268,1
month-to-month,no,bank transfer (automatic),29.95,29.95,female,0,no,no,internet,dsl,no,yes,no,no,no,no,nan,17.841731806206603,1
month-to-month,yes,credit card (automatic),45.8,436.2,male,0,no,no,both,dsl,no,no,no,no,no,no,no,293.64951470924353,0
month-to-month,no,electronic check,49.4,874.8,male,0,no,no,both,dsl,yes,no,no,no,no,no,no,535.5558465299396,1
one year,no,credit card (automatic),80.3,3058.65,female,0,yes,yes,both,dsl,yes,yes,no,yes,yes,yes,no,1143.0749280403172,1
one year,no,electronic check,64.35,2053.05,female,0,no,no,both,dsl,yes,yes,no,no,no,yes,no,1022.7802117395946,0
month-to-month,yes,credit card (automatic),80.3,4896.35,male,0,yes,yes,both,fiber optic,no,yes,yes,no,no,no,no,1903.0911660070592,0
month-to-month,no,bank transfer (automatic),108.75,5431.9,female,1,yes,no,both,fiber optic,yes,yes,yes,no,yes,yes,yes,1510.255772193644,0
one year,yes,credit card (automatic),35.5,249.55,male,0,no,no,internet,dsl,no,no,yes,yes,no,no,nan,201.52723611690595,0
month-to-month,yes,electronic check,84.8,1203.9,female,0,yes,yes,both,fiber optic,no,no,no,no,yes,no,yes,414.2796774832089,0
two year,yes,bank transfer (automatic),84.2,5986.55,female,0,yes,yes,both,dsl,yes,no,yes,yes,yes,yes,yes,2177.432324745766,0
two year,no,credit card (automatic),100.65,4917.75,female,0,no,no,both,fiber optic,no,no,yes,yes,yes,yes,no,1479.7082822008713,0
month-to-month,yes,electronic check,90.25,3838.75,female,1,no,no,both,fiber optic,no,yes,no,no,yes,no,yes,1296.9059537666706,0
two year,no,bank transfer (automatic),59.5,4144.8,male,0,yes,yes,internet,dsl,yes,no,yes,yes,yes,yes,nan,2119.332179844341,0
month-to-month,no,mailed check,45.95,45.95,female,0,no,yes,both,dsl,no,no,no,no,no,no,no,18.853706226858968,1
two year,no,credit card (automatic),24.85,1583.5,male,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,2026.5448783081517,0
month-to-month,no,mailed check,56.5,235.1,female,0,yes,yes,both,dsl,no,yes,no,yes,no,no,no,107.16240879785762,1
one year,yes,credit card (automatic),82.5,4179.1,female,0,no,no,both,dsl,yes,no,yes,yes,yes,yes,yes,1508.2120368765873,0
month-to-month,yes,electronic check,70.35,139.05,female,1,no,no,both,fiber optic,no,no,no,no,no,no,no,48.30396845696008,1
month-to-month,no,electronic check,19.3,19.3,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,15.109931741070598,1
two year,no,credit card (automatic),94.1,6302.8,female,0,yes,yes,both,fiber optic,no,yes,no,yes,yes,no,yes,2028.2227582385324,0
month-to-month,yes,electronic check,76.05,2747.2,male,1,yes,yes,both,dsl,no,yes,no,yes,yes,yes,no,1054.8512964390898,0
one year,yes,bank transfer (automatic),68.75,3808.0,female,0,yes,yes,both,dsl,yes,no,yes,no,no,yes,yes,1691.0537256675398,0
two year,no,mailed check,39.4,1978.65,female,0,yes,yes,internet,dsl,yes,yes,no,yes,no,no,nan,1447.6100270848117,0
month-to-month,yes,electronic check,69.3,1813.1,female,1,yes,no,both,fiber optic,no,no,no,no,no,no,no,746.0014137431082,0
month-to-month,no,mailed check,24.4,24.4,male,0,no,no,internet,dsl,no,no,no,no,no,no,nan,16.55833164201182,0
month-to-month,yes,credit card (automatic),50.65,1905.4,female,0,no,no,internet,dsl,no,no,yes,no,yes,yes,nan,1173.6544741780915,0
two year,yes,mailed check,90.5,4318.35,male,0,yes,yes,both,dsl,yes,yes,yes,yes,yes,yes,yes,1419.3097901537076,0
two year,no,mailed check,20.45,20.45,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,16.062569680293876,0
one year,no,mailed check,70.6,2708.2,male,0,no,no,both,dsl,yes,yes,no,yes,yes,no,no,1143.95793729814,0
month-to-month,yes,mailed check,70.35,2552.9,male,0,no,no,both,fiber optic,no,no,no,no,no,no,no,1112.61410305869,0
month-to-month,yes,electronic check,50.6,155.35,female,0,no,no,internet,dsl,no,yes,no,no,yes,yes,nan,78.75860821945001,1
month-to-month,yes,electronic check,84.55,646.85,female,1,yes,no,both,fiber optic,no,no,no,no,no,yes,yes,201.92959943093868,1
month-to-month,yes,mailed check,49.45,799.0,male,0,no,no,both,dsl,no,no,no,yes,no,no,no,474.65085107125213,0
two year,no,credit card (automatic),89.8,6510.45,female,0,yes,yes,both,dsl,yes,yes,yes,yes,yes,yes,yes,2177.4994036457047,0
two year,yes,bank transfer (automatic),80.45,5662.25,female,0,yes,no,both,dsl,no,no,yes,yes,yes,yes,yes,2148.836004098717,0
month-to-month,no,bank transfer (automatic),19.85,52.0,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,47.27723622909161,0
two year,yes,bank transfer (automatic),20.15,973.35,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1478.7053814575177,0
month-to-month,yes,electronic check,81.45,2122.05,male,1,no,no,both,fiber optic,no,yes,no,no,no,no,yes,807.5799844122973,1
one year,yes,electronic check,19.8,695.05,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1112.1914265795672,0
one year,yes,credit card (automatic),54.15,2319.8,female,0,yes,yes,both,dsl,no,yes,no,yes,no,no,no,1357.0293398602637,1
month-to-month,yes,mailed check,59.65,638.95,male,0,no,no,both,dsl,no,yes,no,no,yes,no,no,291.36607160785223,0
two year,no,mailed check,19.9,1363.45,male,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,2087.1667115960427,0
two year,no,mailed check,59.5,130.5,male,0,yes,yes,both,dsl,yes,yes,no,yes,no,no,no,49.96772230772392,0
two year,yes,electronic check,108.95,4025.5,male,0,no,no,both,fiber optic,yes,no,yes,yes,yes,yes,yes,1052.0501929697189,0
two year,no,electronic check,74.85,2181.75,male,1,yes,no,both,dsl,no,no,yes,no,yes,yes,yes,899.1015203517646,0
month-to-month,yes,credit card (automatic),34.8,113.95,female,0,no,no,internet,dsl,no,no,no,no,yes,no,nan,79.64470420011517,0
month-to-month,no,credit card (automatic),65.25,1994.3,female,0,no,no,both,dsl,yes,no,yes,yes,no,no,yes,930.5882867842661,1
month-to-month,yes,bank transfer (automatic),108.95,7111.3,female,1,no,no,both,fiber optic,yes,no,yes,yes,yes,yes,yes,1936.6233788311665,0
two year,yes,bank transfer (automatic),90.35,6563.4,female,0,yes,yes,both,fiber optic,yes,yes,no,yes,no,no,yes,2178.4478425662505,0
month-to-month,no,electronic check,76.1,257.6,female,0,no,no,both,fiber optic,no,no,no,no,no,no,yes,77.20977485885655,0
month-to-month,yes,electronic check,86.25,181.65,female,0,no,no,both,fiber optic,yes,yes,no,yes,no,no,no,46.32288739175475,1
